Bulk_Density,CEC,Clay_Content,Coarse_Fragments,Dist_Fault,Dist_River,Dist_Road,Geology_Nepal_ID,Geology_geo8apg_ID,LULC,NDVI,Nitrogen,Sand_Content,Silt_Content,Soil_Organic_Carbon,Soil_pH,aspect,date,elevation,precipitation,rainfall_360d,rainfall_7d,slope,longitude,latitude,landslide
120.0,196.0,261.0,189.0,50524.194398531225,823.4145772330438,612.3521585598442,014,2482,60,6004.347826086957,5001.0,327.0,412.0,451.0,57.0,23.592623482439247,2008-08-26,1025,27.76133918762207,2597.93767952919,81.81871032714844,24.667923072160875,84.35,28.278,1
118.0,210.0,222.0,186.0,7894.502733363444,1367.2927300185909,109.21674648158752,011,0,50,6296.478260869565,3351.0,338.0,440.0,474.0,56.0,185.38468623153196,2013-06-18,1174,83.56968688964844,1886.3069019317627,115.3961944580078,21.31714852079441,83.7711,27.8595,1
128.0,148.0,216.0,152.0,14047.54193750813,159.89226681184402,169.38273146028598,012,2482,80,5462.260869565217,2446.0,339.0,446.0,380.0,57.0,29.484064009944717,2017-07-03,230,0.0,1487.3163468837738,106.38561820983888,2.129974718148337,84.54704621,27.83196401,1
108.0,258.0,174.0,229.0,72440.18066194213,957.4680241009974,85.0188747067843,016,2538,30,5027.608695652174,5598.0,478.0,348.0,560.0,57.0,113.88200344683848,2016-08-09,2225,0.0,1763.486517071724,120.4942855834961,19.791653569938493,86.1804,27.6835,1
117.0,165.0,222.0,150.0,3819.394650934039,580.2725219756409,4.172923651641095,011,2482,10,6483.173913043478,5494.0,349.0,429.0,349.0,56.0,272.7373278151115,2017-06-30,547,9.248919486999512,1582.881313085556,58.72893810272217,34.13410823082358,84.43754872,27.8077847,1
125.0,262.0,222.0,187.0,49863.0149996726,125.209226642111,764.0168966123117,024,2074,50,5514.695652173913,5127.0,356.0,422.0,585.0,65.0,175.09252777823627,2016-08-15,1773,0.0,681.0590379238129,0.0,33.019567194110905,81.811777,29.132062,1
134.0,131.0,222.0,127.0,8979.449390703287,160.45597380316124,472.29063878156654,003,0,50,3921.695652173913,1791.0,402.0,375.0,290.0,58.0,164.22318260009845,2016-09-02,216,25.364456176757812,1715.8426221609116,71.21092319488525,3.8493941564465217,84.469745,27.767046,1
129.0,159.0,167.0,131.0,34354.85671877856,33.68916275390354,424.9425948988035,013,0,50,5482.652173913043,1802.0,324.0,509.0,300.0,58.0,46.420909791096975,2016-09-11,517,0.0,1431.4963610172272,49.22826385498047,19.404160564398353,85.975127,27.357968,1
123.0,179.0,217.0,171.0,4368.05709449301,138.15616480307523,330.80180855878086,012,2482,10,5589.869565217391,5550.0,340.0,443.0,407.0,57.0,249.61794692187848,2017-06-22,403,0.0,1743.565346240997,136.13756370544434,44.30610753238817,84.43283218,27.79532591,1
119.0,233.0,202.0,202.0,53317.81183261296,492.3095369716147,895.0675565564146,029,2482,30,5791.04347826087,7507.0,448.0,351.0,690.0,64.0,118.46871524280736,2017-05-11,1596,25.539228439331055,1547.737319946289,62.82135057449341,15.199036462420436,84.71592278,28.21798862,1
121.0,240.0,207.0,138.0,73264.02701542071,480.5868196060455,458.94484929182914,010,2074,30,5828.130434782609,5182.0,374.0,419.0,507.0,60.0,188.9603499447258,2017-07-09,1441,62.382720947265625,1089.6160550117493,16.81845474243164,39.888061627734466,81.03043256,29.48397512,1
