Geology_Nepal_ID,Geology_geo8apg_ID,date,longitude,latitude,Dist_Fault,Dist_River,Dist_Road,Bulk_Density,CEC,Clay_Content,Coarse_Fragments,Nitrogen,Organic_Carbon_Density,Organic_Carbon_Stock,Sand_Content,Silt_Content,Soil_Organic_Carbon,Soil_pH,LULC,NDVI,precipitation,rainfall_30d,rainfall_7d,aspect,elevation,slope
043,0,2011-07-03,86.7014,26.8998,16797.096458590488,709.6204214843002,231.25951778244757,125.0,186.0,196.0,161.0,3110.0,317.0,42.0,440.0,365.0,290.0,60.0,10,5964.782608695652,20.133190155029297,352.4773750305176,141.90466690063477,161.62113133500662,943,24.729000553919168
041,2719,2015-06-30,87.9217,26.9071,21992.259361460627,987.1421059242856,405.5560938866667,119.0,184.0,253.0,174.0,2972.0,333.0,41.0,372.0,374.0,299.0,55.0,30,5173.95652173913,67.78752136230469,320.11188411712646,90.38336181640624,165.4909994088616,1172,12.263795680275573
041,2719,2009-08-19,87.9258,26.908,21929.093350650863,1432.8474260167122,72.33420378276224,120.0,180.0,240.0,173.0,3339.0,324.0,44.0,370.0,390.0,339.0,55.0,50,5460.086956521739,50.87197494506836,702.9526624679565,143.13791370391846,152.99059808966098,1173,11.30245465844714
041,2719,2008-08-10,87.919,26.9122,22515.974998872454,764.259361788383,480.4648445391267,115.0,166.0,232.0,171.0,3109.0,337.0,44.0,355.0,412.0,296.0,54.0,10,6984.782608695652,0.0,499.1148204803467,84.55224609375,216.08994994554195,1027,21.83307173326913
026,0,2013-09-06,87.3372,26.9149,14363.166678376014,1085.1064658350815,1031.2103677830007,124.0,156.0,235.0,175.0,3096.0,299.0,47.0,373.0,391.0,342.0,58.0,10,6847.652173913043,0.0,238.32033252716064,67.46071195602417,232.96553208201163,881,41.57091997301119
012,0,2013-09-06,87.3201,26.9318,15833.633994642643,26.903555412111384,414.602490932022,125.0,157.0,208.0,177.0,3002.0,304.0,53.0,373.0,418.0,353.0,58.0,10,6463.739130434783,0.0,238.32033252716064,67.46071195602417,197.3053721055823,287,16.971935933831855
043,0,2015-09-16,86.5598,26.9597,14462.872606047027,1512.9163219193151,3408.3168929371955,117.0,205.0,183.0,167.0,3009.0,308.0,45.0,429.0,388.0,342.0,60.0,10,6420.782608695652,0.0,473.9637899398804,80.86043548583984,329.7775828976701,1312,44.25056556743421
041,2717,2010-06-30,86.74,26.97,24508.49274669015,1433.5699077730335,1471.5462055243547,126.0,174.0,215.0,141.0,3557.0,274.0,40.0,379.0,406.0,322.0,61.0,30,6368.130434782609,0.0,165.90108108520508,33.63591766357422,130.17562429956516,814,24.30673480727707
030,0,2013-07-11,87.3412,26.9734,20727.1703942454,1873.5471604615627,691.1796512855733,123.0,195.0,257.0,163.0,2566.0,292.0,38.0,349.0,394.0,394.0,57.0,50,5511.478260869565,0.0,217.43647003173828,75.21432781219482,276.35666687188973,1083,16.299778193064533
021,2717,2010-09-15,86.7001,26.9796,22396.77760218441,1037.784815425072,661.1363890305146,123.0,210.0,186.0,166.0,2525.0,295.0,33.0,438.0,375.0,299.0,60.0,10,6283.304347826087,8.671977996826172,333.80292224884033,79.76003932952881,27.992091881355822,1307,19.204062150889328
030,0,2016-09-21,87.322163,26.985606,21660.36686995691,610.0476469980118,204.8943668491112,123.0,179.0,236.0,150.0,3452.0,297.0,44.0,377.0,387.0,283.0,57.0,10,6452.826086956522,18.134923934936523,196.42489385604856,54.17667102813721,114.01586321302642,799,19.695829348013167
041,2719,2015-09-05,87.8982,26.9865,30920.11834926479,1.1046025101295232,1322.994756724222,114.0,186.0,221.0,148.0,2596.0,294.0,43.0,415.0,364.0,309.0,54.0,50,5808.260869565217,37.56346130371094,500.1811447143554,118.92904663085938,228.295309915496,1216,16.276863126273092
041,2717,2008-07-24,86.71,27.0,24831.06710939698,356.0032425791544,97.59331133209866,127.0,165.0,170.0,139.0,4390.0,298.0,44.0,378.0,452.0,346.0,61.0,10,7316.95652173913,0.0,314.1462707519531,106.1043643951416,35.04788957062686,469,8.988885003963494
043,0,2007-08-10,86.85,27.016,29665.28445409352,461.58684097554857,472.6329048159639,124.0,177.0,219.0,141.0,2156.0,293.0,45.0,359.0,422.0,286.0,60.0,10,6284.826086956522,8.095699310302734,414.45958137512207,24.287097930908203,195.6752763270333,869,21.974756263633303
005,0,2015-07-05,86.3248,27.0483,19001.69996620035,1542.815290912739,72.87255907755808,120.0,212.0,195.0,180.0,3689.0,328.0,46.0,408.0,396.0,310.0,59.0,10,5807.913043478261,39.675498962402344,234.6306667327881,131.02230834960938,71.53152017030749,1191,17.04570235552369
016,0,2010-08-24,87.73,27.07,36621.17193048594,1360.151792294979,3822.1527213924246,109.0,208.0,302.0,166.0,5639.0,351.0,41.0,335.0,363.0,340.0,54.0,40,6620.217391304348,0.0,352.55512046813965,118.32177734375,278.4415670842927,1594,6.292605548824576
041,0,2008-07-27,86.37,27.09,25058.50708652029,1216.057223964683,111.27986497117656,117.0,220.0,204.0,194.0,4119.0,301.0,41.0,420.0,376.0,367.0,58.0,10,6459.434782608696,0.0,204.0989980697632,32.68880081176758,327.5234476633631,1407,29.927305851561503
028,0,2016-06-27,85.5502,27.0927,3907.4930595946194,1860.0958446079417,2.1585239021844194,134.0,112.0,172.0,150.0,1556.0,259.0,39.0,443.0,385.0,231.0,62.0,40,4772.652173913043,41.12830352783203,276.7249708175659,92.83311653137208,0.0,149,1.8543341688295631
030,0,2016-07-25,87.7831,27.1005,41122.977699632705,1091.8501285683355,10.622282966449896,103.0,262.0,299.0,222.0,5682.0,420.0,59.0,397.0,304.0,566.0,55.0,40,5811.521739130435,33.70100784301758,340.10687160491943,175.00814056396484,41.94488548329672,2163,18.07975343245166
030,0,2010-08-24,87.8711,27.1303,47047.15896120534,1168.643719369475,809.3604018849675,106.0,241.0,295.0,249.0,6984.0,482.0,57.0,416.0,289.0,656.0,56.0,30,5261.173913043478,0.0,371.2083969116211,124.45635223388672,227.16781503843748,2148,30.763942236849243
041,2717,2016-09-12,86.398964,27.140584,30878.45075287825,1192.780458650013,812.2871168493307,122.0,161.0,213.0,174.0,2766.0,316.0,37.0,402.0,385.0,430.0,59.0,10,6205.565217391304,0.0,257.6966333389282,35.42857074737549,91.3777600301763,973,33.95050817974881
026,0,2013-06-15,87.7788,27.1418,45344.73500343318,591.6967082862176,714.0404208497653,114.0,178.0,285.0,139.0,5094.0,344.0,44.0,303.0,412.0,359.0,55.0,10,6757.260869565217,0.0,231.34742069244385,0.0,330.6694959005153,873,18.48089518725234
021,0,2017-07-03,87.055222,27.167781,40263.82422577886,1098.2361488538272,326.19925710312674,116.0,213.0,265.0,187.0,3940.0,328.0,45.0,364.0,372.0,378.0,56.0,10,6198.521739130435,0.0,194.82657146453855,78.5155258178711,60.48338141071413,1477,12.952645005549469
043,0,2011-07-03,87.0479,27.1722,40761.03966171695,1765.190789349435,317.95254989789987,113.0,240.0,257.0,189.0,5831.0,316.0,53.0,361.0,382.0,417.0,58.0,50,4564.565217391304,0.0,218.93959045410156,40.59929656982422,209.33713755199156,1604,16.54709794270548
043,0,2016-07-31,86.775,27.1748,44443.164403993054,1494.620736083126,1041.0320661588894,123.0,185.0,225.0,172.0,3373.0,304.0,38.0,342.0,433.0,351.0,58.0,10,5831.95652173913,0.0,323.8266410827637,147.09203147888184,198.63531074369763,1127,9.694496076004876
015,0,2016-07-24,87.1305,27.1861,42252.68161067672,1289.2371960209334,386.1408571561566,106.0,238.0,290.0,195.0,6002.0,349.0,48.0,346.0,364.0,450.0,56.0,10,6028.521739130435,0.0,287.6304111480713,165.1279296875,214.0002815945352,1756,30.36097541320296
030,0,2017-06-30,87.50256183,27.18732399,47583.06278790323,1842.4758479541283,476.6192648174539,98.0,237.0,297.0,201.0,6198.0,369.0,48.0,373.0,330.0,535.0,54.0,10,5585.478260869565,26.923805236816406,154.77819061279297,53.84761047363281,66.95409295522482,1911,24.45914357687643
043,0,2016-07-24,87.0809,27.1979,43495.62828306809,492.989228480418,1779.1908304357569,107.0,236.0,287.0,192.0,4692.0,306.0,45.0,371.0,342.0,434.0,57.0,10,6221.173913043478,0.0,270.1398754119873,156.6526336669922,170.4273164421114,1729,18.17641643330426
045,0,2011-07-03,86.65683342,27.20517346,43150.38577153236,1893.8627779540695,128.83838782402833,114.0,213.0,232.0,154.0,3275.0,308.0,37.0,373.0,396.0,410.0,57.0,30,5497.95652173913,16.03272247314453,243.8619804382324,32.06544494628906,189.343965402488,1755,33.925698166198785
003,0,2016-07-25,85.91452544,27.21545164,17594.707146098222,218.6304563695784,589.8486517978764,131.0,182.0,155.0,157.0,2134.0,289.0,47.0,413.0,432.0,232.0,60.0,10,4063.0,48.62834930419922,426.84009647369385,144.60934448242188,263.6569547068282,520,8.335711119296748
043,0,2011-07-03,86.91913823,27.21819015,47124.19473843353,930.9131538483998,1333.2597943510282,101.0,228.0,250.0,251.0,5903.0,375.0,57.0,411.0,339.0,563.0,55.0,10,6167.260869565217,0.0,254.29674530029297,41.7723503112793,165.96956895252976,1952,24.25203231153529
026,2482,2011-07-19,86.822,27.2317,51748.94517420988,449.28437043807577,100.4378970450518,116.0,183.0,194.0,177.0,3328.0,309.0,46.0,380.0,426.0,342.0,56.0,10,5716.95652173913,30.18477249145508,367.00651931762695,92.56012153625488,136.85644420000088,1389,21.76909921375271
026,0,2010-08-21,86.6444,27.2485,47553.91435409255,942.3853696715812,1931.9807544911453,122.0,174.0,235.0,152.0,4462.0,291.0,43.0,328.0,437.0,332.0,59.0,10,5902.478260869565,0.0,399.4230041503906,109.98809814453124,303.102502681463,751,33.10792937525189
026,2482,2011-07-03,86.77220558,27.26132994,52784.78785071746,1306.541383927563,395.4003901855961,109.0,229.0,237.0,259.0,5337.0,368.0,59.0,432.0,331.0,483.0,57.0,30,4438.869565217391,0.0,246.7354278564453,83.26192283630371,186.41852020124733,2159,18.045483420103825
026,2482,2015-10-08,87.6017,27.2625,57528.2636811739,391.8310186635426,10.120393247815167,100.0,203.0,279.0,145.0,7322.0,365.0,54.0,353.0,369.0,396.0,54.0,10,6812.739130434783,0.0,113.46820068359376,0.0,180.0,1874,25.90274512053622
033,0,2007-09-10,85.9667,27.2667,24937.55673763356,1639.2204121585132,994.1580113475916,120.0,205.0,289.0,140.0,5234.0,345.0,54.0,336.0,375.0,364.0,58.0,10,6245.652173913043,7.379386901855469,385.8914270401001,56.285377502441406,305.24306892764616,1240,41.011428408190206
030,2482,2010-08-24,87.9377,27.2948,62169.64436583654,893.3130907200565,10948.568494069224,99.0,225.0,257.0,191.0,12601.0,414.0,55.0,369.0,375.0,566.0,54.0,10,6703.130434782609,0.0,324.5119285583496,127.94920349121094,174.78678077027266,2006,31.0241895145029
026,0,2016-07-29,86.5079,27.3027,49793.14965772153,1590.228851177646,357.78591819468625,113.0,192.0,194.0,164.0,4565.0,301.0,37.0,437.0,369.0,377.0,57.0,10,5405.95652173913,0.0,456.21357440948486,130.06539154052734,55.90102701385832,1696,24.79659787561484
026,2482,2011-07-03,86.77497513,27.30669194,57671.39699979641,1417.5282996902276,226.61855514585125,105.0,213.0,203.0,181.0,6378.0,314.0,38.0,351.0,445.0,450.0,56.0,30,6017.478260869565,0.0,292.4100761413574,104.42939376831056,58.401914041015296,1579,15.53895187704508
026,0,2011-07-03,86.5,27.3167,51106.02795238317,1765.011218065772,305.43828126978315,110.0,213.0,208.0,162.0,4694.0,303.0,40.0,400.0,392.0,418.0,57.0,10,6174.652173913043,0.0,278.02153396606445,128.86705017089844,163.6371242074625,1701,21.208017762376272
026,0,2012-08-28,86.5,27.3172,51106.02795238317,1765.011218065772,305.43828126978315,110.0,213.0,208.0,162.0,4694.0,303.0,40.0,400.0,392.0,418.0,57.0,30,6174.652173913043,0.0,405.4344329833984,99.9631576538086,123.08631526791292,1719,18.065594749661127
026,0,2007-09-03,86.087,27.3258,35475.93215759344,1718.290526572032,278.6075248112017,122.0,199.0,298.0,205.0,3196.0,289.0,43.0,332.0,370.0,348.0,59.0,30,5289.347826086957,0.0,242.6509771347046,48.69792175292969,95.25100321713796,1273,27.95203443862712
026,0,2012-08-21,86.0798,27.3329,35903.18287388767,1716.2927799551926,687.3392325356734,125.0,182.0,314.0,184.0,2930.0,278.0,34.0,328.0,358.0,346.0,59.0,10,5954.217391304348,13.439614295959473,292.13549518585205,60.42275428771973,355.84621684280313,1084,26.708913026894983
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
026,2482,2017-06-04,87.67107225,27.33861278,65980.55313128236,431.5135249218529,452.2464441014963,112.0,189.0,350.0,170.0,6450.0,332.0,50.0,302.0,348.0,430.0,55.0,10,6358.869565217391,0.0,161.1326789855957,50.02117156982422,277.2322423948068,1464,21.094382665567576
